# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
FBtr0309737_df_nrg	FBtr0309737_df_nrg	FBtr0309737	miRNA	0	0	0	43	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	21
FBtr0309739_df_nrg	FBtr0309739_df_nrg	FBtr0309739	miRNA	0	0	0	70	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	32
FBtr0309741_df_nrg	FBtr0309741_df_nrg	FBtr0309741	miRNA	0	0	0	25	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	13
FBtr0309743_df_nrg	FBtr0309743_df_nrg	FBtr0309743	miRNA	0	0	0	57	0	0	0	37	0	0	0	1	0	0	0	0	0	0	0	0	19
FBtr0309744_df_nrg	FBtr0309744_df_nrg	FBtr0309744	miRNA	0	0	0	54	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	28
FBtr0309745_df_nrg	FBtr0309745_df_nrg	FBtr0309745	miRNA	0	0	0	28	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	15
FBtr0309746_df_nrg	FBtr0309746_df_nrg	FBtr0309746	miRNA	0	0	0	7	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	2
FBtr0309747_df_nrg	FBtr0309747_df_nrg	FBtr0309747	miRNA	0	0	0	30	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	17
FBtr0309748_df_nrg	FBtr0309748_df_nrg	FBtr0309748	miRNA	0	0	0	54	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	30
FBtr0445445_df_nrg	FBtr0445445_df_nrg	FBtr0445445	miRNA	0	0	0	14	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2
FBtr0445446_df_nrg	FBtr0445446_df_nrg	FBtr0445446	miRNA	0	0	0	14	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2
FBtr0445448_df_nrg	FBtr0445448_df_nrg	FBtr0445448	miRNA	0	0	0	62	0	0	0	34	0	0	0	1	0	0	0	0	0	0	0	0	27
FBtr0445449_df_nrg	FBtr0445449_df_nrg	FBtr0445449	miRNA	0	0	0	64	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	28
FBtr0445451_df_nrg	FBtr0445451_df_nrg	FBtr0445451	miRNA	0	0	0	42	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	22
FBtr0445452_df_nrg	FBtr0445452_df_nrg	FBtr0445452	miRNA	0	0	0	43	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	22
FBtr0445454_df_nrg	FBtr0445454_df_nrg	FBtr0445454	miRNA	0	0	0	8	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2
FBtr0445455_df_nrg	FBtr0445455_df_nrg	FBtr0445455	miRNA	0	1	0	7	0	0	0	4	0	0	0	2	0	0	1	0	0	0	0	0	2
FBtr0445457_df_nrg	FBtr0445457_df_nrg	FBtr0445457	miRNA	0	1	0	62	0	0	0	50	0	0	0	2	0	0	1	0	0	0	0	0	11
FBtr0445458_df_nrg	FBtr0445458_df_nrg	FBtr0445458	miRNA	0	0	0	63	0	0	0	40	0	0	0	2	0	0	0	0	0	0	0	0	21
FBtr0445460_df_nrg	FBtr0445460_df_nrg	FBtr0445460	miRNA	0	0	0	49	0	0	0	35	0	0	0	1	0	0	0	0	0	0	0	0	13
FBtr0445461_df_nrg	FBtr0445461_df_nrg	FBtr0445461	miRNA	0	0	0	46	0	0	0	35	0	0	0	1	0	0	0	0	0	0	0	0	10
FBtr0445463_df_nrg	FBtr0445463_df_nrg	FBtr0445463	miRNA	0	0	0	8	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2
FBtr0445464_df_nrg	FBtr0445464_df_nrg	FBtr0445464	miRNA	0	0	0	8	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2
FBtr0445466_df_nrg	FBtr0445466_df_nrg	FBtr0445466	miRNA	0	1	0	80	0	0	0	51	0	0	0	1	0	0	1	0	0	0	0	0	29
FBtr0445467_df_nrg	FBtr0445467_df_nrg	FBtr0445467	miRNA	0	0	0	85	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	32
FBtr0445469_df_nrg	FBtr0445469_df_nrg	FBtr0445469	miRNA	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3
FBtr0445470_df_nrg	FBtr0445470_df_nrg	FBtr0445470	miRNA	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3
FBtr0445472_df_nrg	FBtr0445472_df_nrg	FBtr0445472	miRNA	0	0	0	85	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	41
FBtr0445473_df_nrg	FBtr0445473_df_nrg	FBtr0445473	miRNA	0	0	0	83	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	39
FBtr0445475_df_nrg	FBtr0445475_df_nrg	FBtr0445475	miRNA	0	0	0	26	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	20
FBtr0445476_df_nrg	FBtr0445476_df_nrg	FBtr0445476	miRNA	0	0	0	27	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	20
FBtr0445481_df_nrg	FBtr0445481_df_nrg	FBtr0445481	miRNA	0	0	0	26	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	9
FBtr0445482_df_nrg	FBtr0445482_df_nrg	FBtr0445482	miRNA	0	0	0	28	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	9
FBtr0445484_df_nrg	FBtr0445484_df_nrg	FBtr0445484	miRNA	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
FBtr0445485_df_nrg	FBtr0445485_df_nrg	FBtr0445485	miRNA	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
FBtr0445487_df_nrg	FBtr0445487_df_nrg	FBtr0445487	miRNA	0	0	0	25	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	10
FBtr0445488_df_nrg	FBtr0445488_df_nrg	FBtr0445488	miRNA	0	0	0	25	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	11
FBtr0445490_df_nrg	FBtr0445490_df_nrg	FBtr0445490	miRNA	0	0	0	18	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	4
FBtr0445491_df_nrg	FBtr0445491_df_nrg	FBtr0445491	miRNA	0	0	0	18	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	4
FBtr0445493_df_nrg	FBtr0445493_df_nrg	FBtr0445493	miRNA	0	0	0	33	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	14
FBtr0445494_df_nrg	FBtr0445494_df_nrg	FBtr0445494	miRNA	0	0	0	33	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	14
FBtr0445496_df_nrg	FBtr0445496_df_nrg	FBtr0445496	miRNA	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
FBtr0445497_df_nrg	FBtr0445497_df_nrg	FBtr0445497	miRNA	0	0	0	7	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1
FBtr0472701_df_nrg	FBtr0472701_df_nrg	FBtr0472701	miRNA	0	0	0	30	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	15
FBtr0472702_df_nrg	FBtr0472702_df_nrg	FBtr0472702	miRNA	0	0	0	32	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	14
FBtr0472703_df_nrg	FBtr0472703_df_nrg	FBtr0472703	miRNA	0	0	0	51	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	22
FBtr0472704_df_nrg	FBtr0472704_df_nrg	FBtr0472704	miRNA	0	0	0	46	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	15
FBtr0472705_df_nrg	FBtr0472705_df_nrg	FBtr0472705	miRNA	0	0	0	48	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	21
FBtr0472706_df_nrg	FBtr0472706_df_nrg	FBtr0472706	miRNA	0	0	0	48	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	27
FBtr0472707_df_nrg	FBtr0472707_df_nrg	FBtr0472707	miRNA	0	0	0	50	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	30
FBtr0472708_df_nrg	FBtr0472708_df_nrg	FBtr0472708	miRNA	0	0	0	57	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	26
FBtr0472709_df_nrg	FBtr0472709_df_nrg	FBtr0472709	miRNA	0	0	0	19	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	8
FBtr0472710_df_nrg	FBtr0472710_df_nrg	FBtr0472710	miRNA	0	0	0	24	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	12
FBtr0472711_df_nrg	FBtr0472711_df_nrg	FBtr0472711	miRNA	0	0	0	29	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	14
FBtr0472712_df_nrg	FBtr0472712_df_nrg	FBtr0472712	miRNA	0	0	0	26	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	6
FBtr0472713_df_nrg	FBtr0472713_df_nrg	FBtr0472713	miRNA	0	0	0	26	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	8
FBtr0472714_df_nrg	FBtr0472714_df_nrg	FBtr0472714	miRNA	0	0	0	24	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	7
FBtr0472715_df_nrg	FBtr0472715_df_nrg	FBtr0472715	miRNA	0	0	0	22	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	6
FBtr0472716_df_nrg	FBtr0472716_df_nrg	FBtr0472716	miRNA	0	0	0	45	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	27
FBtr0472717_df_nrg	FBtr0472717_df_nrg	FBtr0472717	miRNA	0	0	0	78	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	55
FBtr0472718_df_nrg	FBtr0472718_df_nrg	FBtr0472718	miRNA	0	0	0	29	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	16
FBtr0472719_df_nrg	FBtr0472719_df_nrg	FBtr0472719	miRNA	0	0	0	19	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	17
FBtr0472720_df_nrg	FBtr0472720_df_nrg	FBtr0472720	miRNA	0	0	0	35	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	9
FBtr0472721_df_nrg	FBtr0472721_df_nrg	FBtr0472721	miRNA	0	0	0	19	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	11
FBtr0472722_df_nrg	FBtr0472722_df_nrg	FBtr0472722	miRNA	0	0	0	32	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	21
FBtr0472723_df_nrg	FBtr0472723_df_nrg	FBtr0472723	miRNA	0	0	0	34	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	19
FBtr0472724_df_nrg	FBtr0472724_df_nrg	FBtr0472724	miRNA	0	0	0	28	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	17
FBtr0472725_df_nrg	FBtr0472725_df_nrg	FBtr0472725	miRNA	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3
FBtr0472726_df_nrg	FBtr0472726_df_nrg	FBtr0472726	miRNA	0	0	0	36	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	9
FBtr0472727_df_nrg	FBtr0472727_df_nrg	FBtr0472727	miRNA	0	0	0	32	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	21
FBtr0472728_df_nrg	FBtr0472728_df_nrg	FBtr0472728	miRNA	0	0	0	21	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	12
FBtr0472729_df_nrg	FBtr0472729_df_nrg	FBtr0472729	miRNA	0	0	0	15	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	8
FBtr0472730_df_nrg	FBtr0472730_df_nrg	FBtr0472730	miRNA	0	0	0	30	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	12
FBtr0472731_df_nrg	FBtr0472731_df_nrg	FBtr0472731	miRNA	0	0	0	37	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	18
FBtr0472732_df_nrg	FBtr0472732_df_nrg	FBtr0472732	miRNA	0	0	0	22	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	4
FBtr0472733_df_nrg	FBtr0472733_df_nrg	FBtr0472733	miRNA	0	0	0	49	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	23
FBtr0472734_df_nrg	FBtr0472734_df_nrg	FBtr0472734	miRNA	0	0	0	25	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	14
FBtr0472735_df_nrg	FBtr0472735_df_nrg	FBtr0472735	miRNA	0	0	0	67	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	37
FBtr0472736_df_nrg	FBtr0472736_df_nrg	FBtr0472736	miRNA	0	0	0	48	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	16
FBtr0472737_df_nrg	FBtr0472737_df_nrg	FBtr0472737	miRNA	0	0	0	85	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	38
FBtr0472738_df_nrg	FBtr0472738_df_nrg	FBtr0472738	miRNA	0	0	0	47	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	24
FBtr0472739_df_nrg	FBtr0472739_df_nrg	FBtr0472739	miRNA	0	0	0	20	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	8
FBtr0472740_df_nrg	FBtr0472740_df_nrg	FBtr0472740	miRNA	0	0	0	10	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7
FBtr0472741_df_nrg	FBtr0472741_df_nrg	FBtr0472741	miRNA	0	0	0	20	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	6
FBtr0472742_df_nrg	FBtr0472742_df_nrg	FBtr0472742	miRNA	0	0	0	23	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	11
FBtr0472743_df_nrg	FBtr0472743_df_nrg	FBtr0472743	miRNA	0	0	0	34	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	16
FBtr0472744_df_nrg	FBtr0472744_df_nrg	FBtr0472744	miRNA	0	0	0	38	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	15
FBtr0472745_df_nrg	FBtr0472745_df_nrg	FBtr0472745	miRNA	0	0	0	36	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	19
FBtr0472746_df_nrg	FBtr0472746_df_nrg	FBtr0472746	miRNA	0	0	0	35	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	9
FBtr0472747_df_nrg	FBtr0472747_df_nrg	FBtr0472747	miRNA	0	0	0	31	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	11
FBtr0472748_df_nrg	FBtr0472748_df_nrg	FBtr0472748	miRNA	0	0	0	64	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	27
FBtr0472749_df_nrg	FBtr0472749_df_nrg	FBtr0472749	miRNA	0	0	0	45	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	21
FBtr0472750_df_nrg	FBtr0472750_df_nrg	FBtr0472750	miRNA	0	0	0	20	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	17
FBtr0472751_df_nrg	FBtr0472751_df_nrg	FBtr0472751	miRNA	0	0	0	45	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	16
FBtr0472752_df_nrg	FBtr0472752_df_nrg	FBtr0472752	miRNA	0	0	0	54	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	24
FBtr0472753_df_nrg	FBtr0472753_df_nrg	FBtr0472753	miRNA	0	0	0	53	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	21
FBtr0472754_df_nrg	FBtr0472754_df_nrg	FBtr0472754	miRNA	0	0	0	53	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	20
FBtr0472755_df_nrg	FBtr0472755_df_nrg	FBtr0472755	miRNA	0	0	0	50	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	18
FBtr0472756_df_nrg	FBtr0472756_df_nrg	FBtr0472756	miRNA	0	0	0	32	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	16
FBtr0472757_df_nrg	FBtr0472757_df_nrg	FBtr0472757	miRNA	0	0	0	29	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	24
FBtr0472758_df_nrg	FBtr0472758_df_nrg	FBtr0472758	miRNA	0	0	0	24	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	12
FBtr0472759_df_nrg	FBtr0472759_df_nrg	FBtr0472759	miRNA	0	0	0	34	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	10
FBtr0472760_df_nrg	FBtr0472760_df_nrg	FBtr0472760	miRNA	0	0	0	16	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8
FBtr0472761_df_nrg	FBtr0472761_df_nrg	FBtr0472761	miRNA	0	0	0	23	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	11
FBtr0472763_df_nrg	FBtr0472763_df_nrg	FBtr0472763	miRNA	0	0	0	70	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	39
FBtr0472764_df_nrg	FBtr0472764_df_nrg	FBtr0472764	miRNA	0	0	0	77	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	37
FBtr0472765_df_nrg	FBtr0472765_df_nrg	FBtr0472765	miRNA	0	0	0	20	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	3
FBtr0472766_df_nrg	FBtr0472766_df_nrg	FBtr0472766	miRNA	0	0	0	36	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	23
FBtr0472767_df_nrg	FBtr0472767_df_nrg	FBtr0472767	miRNA	0	0	0	32	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	18
FBtr0472768_df_nrg	FBtr0472768_df_nrg	FBtr0472768	miRNA	0	0	0	31	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	11
FBtr0472769_df_nrg	FBtr0472769_df_nrg	FBtr0472769	miRNA	0	0	0	36	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	11
FBtr0472770_df_nrg	FBtr0472770_df_nrg	FBtr0472770	miRNA	0	0	0	87	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	28
FBtr0472771_df_nrg	FBtr0472771_df_nrg	FBtr0472771	miRNA	0	0	0	91	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	30
FBtr0472772_df_nrg	FBtr0472772_df_nrg	FBtr0472772	miRNA	0	0	0	92	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	37
FBtr0472773_df_nrg	FBtr0472773_df_nrg	FBtr0472773	miRNA	0	0	0	91	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	37
FBtr0472774_df_nrg	FBtr0472774_df_nrg	FBtr0472774	miRNA	0	1	0	84	0	0	0	24	0	0	0	2	0	0	1	0	0	0	0	0	59
FBtr0472775_df_nrg	FBtr0472775_df_nrg	FBtr0472775	miRNA	0	0	0	85	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	61
FBtr0472776_df_nrg	FBtr0472776_df_nrg	FBtr0472776	miRNA	0	0	0	67	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	0	30
FBtr0472777_df_nrg	FBtr0472777_df_nrg	FBtr0472777	miRNA	0	0	0	17	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	7
FBtr0472778_df_nrg	FBtr0472778_df_nrg	FBtr0472778	miRNA	0	0	0	40	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	18
FBtr0472779_df_nrg	FBtr0472779_df_nrg	FBtr0472779	miRNA	0	0	0	45	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	23
FBtr0472780_df_nrg	FBtr0472780_df_nrg	FBtr0472780	miRNA	0	0	0	65	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	27
FBtr0472781_df_nrg	FBtr0472781_df_nrg	FBtr0472781	miRNA	0	0	0	61	0	0	0	36	0	0	0	2	0	0	0	0	0	0	0	0	23
FBtr0472782_df_nrg	FBtr0472782_df_nrg	FBtr0472782	miRNA	0	0	0	17	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	7
FBtr0472783_df_nrg	FBtr0472783_df_nrg	FBtr0472783	miRNA	0	0	0	23	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	16
FBtr0472784_df_nrg	FBtr0472784_df_nrg	FBtr0472784	miRNA	0	0	0	14	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	3
FBtr0472785_df_nrg	FBtr0472785_df_nrg	FBtr0472785	miRNA	0	0	0	29	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	20
FBtr0472786_df_nrg	FBtr0472786_df_nrg	FBtr0472786	miRNA	0	0	0	22	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	18
FBtr0472787_df_nrg	FBtr0472787_df_nrg	FBtr0472787	miRNA	0	0	0	18	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	16
FBtr0472788_df_nrg	FBtr0472788_df_nrg	FBtr0472788	miRNA	0	0	0	33	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	13
FBtr0472789_df_nrg	FBtr0472789_df_nrg	FBtr0472789	miRNA	0	0	0	33	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	16
FBtr0472790_df_nrg	FBtr0472790_df_nrg	FBtr0472790	miRNA	0	1	0	33	0	0	0	17	0	0	0	1	0	0	1	0	0	0	0	0	16
FBtr0472791_df_nrg	FBtr0472791_df_nrg	FBtr0472791	miRNA	0	0	0	12	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5
FBtr0472792_df_nrg	FBtr0472792_df_nrg	FBtr0472792	miRNA	0	0	0	19	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	10
FBtr0472793_df_nrg	FBtr0472793_df_nrg	FBtr0472793	miRNA	0	0	0	5	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3
FBtr0472794_df_nrg	FBtr0472794_df_nrg	FBtr0472794	miRNA	0	0	0	23	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	10
FBtr0472795_df_nrg	FBtr0472795_df_nrg	FBtr0472795	miRNA	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6
FBtr0472796_df_nrg	FBtr0472796_df_nrg	FBtr0472796	miRNA	0	0	0	37	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	20
FBtr0472797_df_nrg	FBtr0472797_df_nrg	FBtr0472797	miRNA	0	0	0	36	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	23
FBtr0472798_df_nrg	FBtr0472798_df_nrg	FBtr0472798	miRNA	0	0	0	33	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	23
FBtr0472799_df_nrg	FBtr0472799_df_nrg	FBtr0472799	miRNA	0	0	0	24	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	7
FBtr0472800_df_nrg	FBtr0472800_df_nrg	FBtr0472800	miRNA	0	0	0	27	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	17
FBtr0472801_df_nrg	FBtr0472801_df_nrg	FBtr0472801	miRNA	0	0	0	25	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	14
FBtr0472802_df_nrg	FBtr0472802_df_nrg	FBtr0472802	miRNA	0	0	0	26	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	10
FBtr0472803_df_nrg	FBtr0472803_df_nrg	FBtr0472803	miRNA	0	0	0	12	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
FBtr0472804_df_nrg	FBtr0472804_df_nrg	FBtr0472804	miRNA	0	0	0	52	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	34
FBtr0472805_df_nrg	FBtr0472805_df_nrg	FBtr0472805	miRNA	0	0	0	80	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	40
FBtr0472806_df_nrg	FBtr0472806_df_nrg	FBtr0472806	miRNA	0	0	0	63	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	39
FBtr0472807_df_nrg	FBtr0472807_df_nrg	FBtr0472807	miRNA	0	0	0	29	0	0	0	18	0	0	0	2	0	0	0	0	0	0	0	0	9
FBtr0472808_df_nrg	FBtr0472808_df_nrg	FBtr0472808	miRNA	0	0	0	23	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	8
FBtr0472809_df_nrg	FBtr0472809_df_nrg	FBtr0472809	miRNA	0	0	0	16	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	7
FBtr0472810_df_nrg	FBtr0472810_df_nrg	FBtr0472810	miRNA	0	0	0	37	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	24
FBtr0472811_df_nrg	FBtr0472811_df_nrg	FBtr0472811	miRNA	0	0	0	16	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	6
FBtr0472812_df_nrg	FBtr0472812_df_nrg	FBtr0472812	miRNA	0	0	0	34	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	13
FBtr0472813_df_nrg	FBtr0472813_df_nrg	FBtr0472813	miRNA	0	0	0	42	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	25
FBtr0472814_df_nrg	FBtr0472814_df_nrg	FBtr0472814	miRNA	0	0	0	25	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	13
FBtr0472815_df_nrg	FBtr0472815_df_nrg	FBtr0472815	miRNA	0	0	0	42	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	22
FBtr0472816_df_nrg	FBtr0472816_df_nrg	FBtr0472816	miRNA	0	0	0	48	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	28
FBtr0472817_df_nrg	FBtr0472817_df_nrg	FBtr0472817	miRNA	0	0	0	51	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	27
FBtr0472818_df_nrg	FBtr0472818_df_nrg	FBtr0472818	miRNA	0	0	0	33	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	18
FBtr0472819_df_nrg	FBtr0472819_df_nrg	FBtr0472819	miRNA	0	0	0	62	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	50
FBtr0472820_df_nrg	FBtr0472820_df_nrg	FBtr0472820	miRNA	0	0	0	17	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	7
FBtr0472821_df_nrg	FBtr0472821_df_nrg	FBtr0472821	miRNA	0	0	0	14	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2
FBtr0472822_df_nrg	FBtr0472822_df_nrg	FBtr0472822	miRNA	0	0	0	31	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	9
